tg,tf
PTPRK,KLF5
IRF2BPL,KLF5
FAM102A,KLF5
NFKBIZ,KLF5
PDE4A,KLF5
UPP1,KLF5
DUSP4,KLF5
DUSP5,KLF5
PLAUR,KLF5
SHROOM3,KLF5
DUSP6,KLF5
SSTR5,KLF5
CDCP1,KLF5
ELF3,KLF5
IRF1,KLF5
HKDC1,KLF5
PPARG,KLF5
BIRC3,KLF5
HBEGF,KLF5
KANK1,KLF5
RBM47,KLF5
CEBPD,KLF5
ABHD17C,KLF5
NAA10,KLF5
WNT7B,KLF5
SEMA4B,KLF5
VEGFA,KLF5
IRS2,KLF5
JADE2,KLF5
CDH5,KLF5
BBX,KLF5
HMCN1,KLF5
SEMA6B,KLF5
MSX2,KLF5
TMEM170B,KLF5
FAR2,KLF5
GNE,KLF5
ADRB2,KLF5
SKIL,KLF5
JAG1,KLF5
UST,KLF5
UBE2U,KLF5
MCTP1,KLF5
SYNE1,KLF5
EDN1,KLF5
RIPK4,KLF5
SERPINB6,KLF5
SLCO4A1,KLF5
DDR2,KLF5
CEBPB,KLF5
EGFLAM,KLF5
NQO2,KLF5
TPBG,KLF5
KLF2,KLF5
PDP1,KLF5
VEPH1,KLF5
LINC00659,KLF5
TP63,KLF5
VPS28,KLF5
ATF3,KLF5
GRB7,KLF5
EXPH5,KLF5
GADD45B,KLF5
NR1D1,KLF5
FOSL2,KLF5
BBC3,KLF5
TRIM7,KLF5
JARID2,KLF5
MIDN,KLF5
ZFP36,KLF5
RGS2,KLF5
PIM3,KLF5
MUC3A,KLF5
ODF3B,KLF5
FUT1,KLF5
MCL1,KLF5
NR4A2,KLF5
NFKBIA,KLF5
EFNA3,KLF5
BCL6,KLF5
KDM5B,KLF5
SIX4,KLF5
DCAF11,KLF5
KLF9,KLF5
METRNL,KLF5
CAPN15,KLF5
FAM110A,KLF5
IER5,KLF5
SCRIB,KLF5
UBALD2,KLF5
TM4SF1,KLF5
GEM,KLF5
SAP30,KLF5
TRIB3,KLF5
PCDH18,KLF5
FUT4,KLF5
ECT2,KLF5
SIAH2,KLF5
DSTN,KLF5
OSGIN2,KLF5
FOXN2,KLF5
SMAD7,KLF5
SP4,KLF5
CDK1,KLF5
NFKBIE,KLF5
CPEB4,KLF5
NRARP,KLF5
NCS1,KLF5
ZNF367,KLF5
HIST1H1C,KLF5
CCNA2,KLF5
DDAH1,KLF5
DCP2,KLF5
IER5L,KLF5
ZNF628,KLF5
MIB1,KLF5
TRIM36,KLF5
CCDC71L,CEBPD
IFITM3,CEBPD
IFITM1,CEBPD
NCF2,CEBPD
TNC,CEBPD
CBLB,CEBPD
AHR,CEBPD
FAM107B,CEBPD
CDH5,CEBPD
SCN9A,CEBPD
NAMPT,CEBPD
BBX,CEBPD
JUNB,CEBPD
IER3,CEBPD
MYLIP,CEBPD
HLA-B,CEBPD
HLA-C,CEBPD
TNIK,CEBPD
TRIB2,CEBPD
NDRG4,CEBPD
SOCS3,CEBPD
RNF217,CEBPD
MAFB,CEBPD
TCN1,CEBPD
BAMBI,CEBPD
BCL3,CEBPD
BHLHE40,CEBPD
LRP10,CEBPD
CSRNP1,CEBPD
BTG1,CEBPD
SLC2A3,CEBPD
RCSD1,CEBPD
CXCL2,CEBPD
IRF2BPL,CEBPD
NFKBIZ,CEBPD
ITGAX,CEBPD
PDE4A,CEBPD
SCARF2,CEBPD
AASS,CEBPD
TSC22D3,CEBPD
SPHK1,CEBPD
PLA2G4A,CEBPD
ELOVL6,CEBPD
VWA1,CEBPD
NCOA7,CEBPD
HBEGF,CEBPD
PAPPA2,CEBPD
PTGER4,CEBPD
KANK1,CEBPD
CAMK2D,CEBPD
CNNM1,CEBPD
IFI16,CEBPD
CD74,CEBPD
MID1IP1,CEBPD
SAMD4A,CEBPD
SNX22,CEBPD
DHRS3,CEBPD
VEGFA,CEBPD
PPP2R2C,CEBPD
S100Z,CEBPD
NFIA,CEBPD
RPL13AP5,CEBPD
IRS2,CEBPD
SERPINB6,CEBPD
CEBPB,CEBPD
PDLIM3,CEBPD
ST3GAL1,CEBPD
NQO2,CEBPD
KLF2,CEBPD
PGAP1,CEBPD
BACH1,CEBPD
LINC00659,CEBPD
IER5,CEBPD
VPS28,CEBPD
ATF3,CEBPD
GRB7,CEBPD
PCDH18,CEBPD
CYP27B1,CEBPD
GADD45B,CEBPD
NR1D1,CEBPD
FOSL2,CEBPD
CPEB3,CEBPD
BBC3,CEBPD
RNF157,CEBPD
TRIM7,CEBPD
JARID2,CEBPD
MIDN,CEBPD
RAB43,CEBPD
ZFP36,CEBPD
SESN2,CEBPD
PIM3,CEBPD
UBALD2,CEBPD
H1FX-AS1,CEBPD
PHOSPHO1,CEBPD
ODF3B,CEBPD
RHOBTB3,CEBPD
BCL2L13,CEBPD
SLC38A2,CEBPD
MCL1,CEBPD
NR4A2,CEBPD
NFKBIA,CEBPD
BCL6,CEBPD
CHD7,CEBPD
DDX59,CEBPD
PIKFYVE,CEBPD
KLF9,CEBPD
PLEKHB2,CEBPD
METRNL,CEBPD
TRIB3,CEBPD
RABL6,CEBPD
FBXO45,CEBPD
SBNO2,CEBPD
PPP3R1,CEBPD
H1FX,CEBPD
PHC2,CEBPD
GOT1,CEBPD
NFKBIE,CEBPD
RNF11,CEBPD
ZNF367,CEBPD
HIST1H1C,CEBPD
TBC1D4,CEBPD
IER5L,CEBPD
RNF138,CEBPD
GCNT2,CEBPD
CCDC71L,CEBPD
IFITM3,CEBPD
IFITM1,CEBPD
NCF2,CEBPD
TNC,CEBPD
CBLB,CEBPD
AHR,CEBPD
FAM107B,CEBPD
CDH5,CEBPD
SCN9A,CEBPD
NAMPT,CEBPD
BBX,CEBPD
JUNB,CEBPD
IER3,CEBPD
MYLIP,CEBPD
HLA-B,CEBPD
HLA-C,CEBPD
TNIK,CEBPD
TRIB2,CEBPD
NDRG4,CEBPD
SOCS3,CEBPD
RNF217,CEBPD
MAFB,CEBPD
TCN1,CEBPD
BAMBI,CEBPD
BCL3,CEBPD
BHLHE40,CEBPD
LRP10,CEBPD
CSRNP1,CEBPD
BTG1,CEBPD
SLC2A3,CEBPD
RCSD1,CEBPD
CXCL2,CEBPD
IRF2BPL,CEBPD
NFKBIZ,CEBPD
ITGAX,CEBPD
PDE4A,CEBPD
SCARF2,CEBPD
AASS,CEBPD
TSC22D3,CEBPD
SPHK1,CEBPD
PLA2G4A,CEBPD
ELOVL6,CEBPD
VWA1,CEBPD
NCOA7,CEBPD
HBEGF,CEBPD
PAPPA2,CEBPD
PTGER4,CEBPD
KANK1,CEBPD
CAMK2D,CEBPD
CNNM1,CEBPD
IFI16,CEBPD
CD74,CEBPD
MID1IP1,CEBPD
SAMD4A,CEBPD
SNX22,CEBPD
DHRS3,CEBPD
VEGFA,CEBPD
PPP2R2C,CEBPD
S100Z,CEBPD
NFIA,CEBPD
RPL13AP5,CEBPD
IRS2,CEBPD
SERPINB6,CEBPD
CEBPB,CEBPD
PDLIM3,CEBPD
ST3GAL1,CEBPD
NQO2,CEBPD
KLF2,CEBPD
PGAP1,CEBPD
BACH1,CEBPD
LINC00659,CEBPD
IER5,CEBPD
VPS28,CEBPD
ATF3,CEBPD
GRB7,CEBPD
PCDH18,CEBPD
CYP27B1,CEBPD
GADD45B,CEBPD
NR1D1,CEBPD
FOSL2,CEBPD
CPEB3,CEBPD
BBC3,CEBPD
RNF157,CEBPD
TRIM7,CEBPD
JARID2,CEBPD
MIDN,CEBPD
RAB43,CEBPD
ZFP36,CEBPD
SESN2,CEBPD
PIM3,CEBPD
UBALD2,CEBPD
H1FX-AS1,CEBPD
PHOSPHO1,CEBPD
ODF3B,CEBPD
RHOBTB3,CEBPD
BCL2L13,CEBPD
SLC38A2,CEBPD
MCL1,CEBPD
NR4A2,CEBPD
NFKBIA,CEBPD
BCL6,CEBPD
CHD7,CEBPD
DDX59,CEBPD
PIKFYVE,CEBPD
KLF9,CEBPD
PLEKHB2,CEBPD
METRNL,CEBPD
TRIB3,CEBPD
RABL6,CEBPD
FBXO45,CEBPD
SBNO2,CEBPD
PPP3R1,CEBPD
H1FX,CEBPD
PHC2,CEBPD
GOT1,CEBPD
NFKBIE,CEBPD
RNF11,CEBPD
ZNF367,CEBPD
HIST1H1C,CEBPD
TBC1D4,CEBPD
IER5L,CEBPD
RNF138,CEBPD
GCNT2,CEBPD
IFITM3,RELB
IFITM1,RELB
CSF1,RELB
NCF2,RELB
TNC,RELB
AHR,RELB
NAMPT,RELB
TNFSF10,RELB
JUNB,RELB
MAP3K5,RELB
IER3,RELB
HLA-J,RELB
HLA-B,RELB
HLA-C,RELB
RRAGD,RELB
S100A6,RELB
CARD16,RELB
ALPK2,RELB
CD274,RELB
DDX60,RELB
SOCS3,RELB
ATXN1,RELB
PMAIP1,RELB
TNFRSF9,RELB
PARP14,RELB
BMP5,RELB
INHBE,RELB
BCL3,RELB
BHLHE40,RELB
TNFSF9,RELB
LRP10,RELB
CSRNP1,RELB
BTG2,RELB
BTG1,RELB
TNFAIP3,RELB
SLC2A3,RELB
CXCL2,RELB
IRF2BPL,RELB
IFIH1,RELB
CASP4,RELB
NFKBIZ,RELB
CASP1,RELB
PDE4B,RELB
ITGAX,RELB
PDE4A,RELB
EMILIN2,RELB
UPP1,RELB
DUSP4,RELB
DUSP5,RELB
DUSP2,RELB
TESC,RELB
SPHK1,RELB
TSC22D3,RELB
PLAUR,RELB
DUSP6,RELB
IRF1,RELB
HBEGF,RELB
CEBPD,RELB
NLRC5,RELB
ABHD17C,RELB
IFI16,RELB
GBP2,RELB
GBP1,RELB
GBP3,RELB
CD74,RELB
GCH1,RELB
PSMB9,RELB
VEGFA,RELB
NEURL3,RELB
IL18R1,RELB
CXCL8,RELB
IRS2,RELB
JADE2,RELB
EDN1,RELB
EN2,RELB
DDR2,RELB
CEBPB,RELB
ST3GAL1,RELB
SKIL,RELB
KLF2,RELB
MIDN,RELB
BACH1,RELB
RAB43,RELB
HELB,RELB
ZFP36,RELB
RGS2,RELB
PIM3,RELB
IER5,RELB
VASH2,RELB
UBALD2,RELB
TICAM1,RELB
ODF3B,RELB
ZNF678,RELB
ATF3,RELB
TSHZ1,RELB
IRAK2,RELB
MCL1,RELB
GADD45B,RELB
NR1D2,RELB
NFATC1,RELB
NFKB2,RELB
FOSL2,RELB
NR4A2,RELB
NFKBIA,RELB
BCL6,RELB
CDKN1B,RELB
BBC3,RELB
RNF157,RELB
EMX1,RELB
TIFA,RELB
GDF15,RELB
DEF6,RELB
METRNL,RELB
PIM2,RELB
IL15RA,RELB
MAP2K1,RELB
GEM,RELB
TBL1XR1,RELB
MTHFD2,RELB
MAPKAPK2,RELB
TRIB3,RELB
WNT6,RELB
SBNO2,RELB
ZNF668,RELB
ZNF267,RELB
SMAD7,RELB
NFKBIE,RELB
ANKRD33B,RELB
NRARP,RELB
SUN2,RELB
BATF3,RELB
BIRC2,RELB
TRIP12,RELB
IFITM3,RELB
IFITM1,RELB
CSF1,RELB
NCF2,RELB
TNC,RELB
AHR,RELB
NAMPT,RELB
TNFSF10,RELB
JUNB,RELB
MAP3K5,RELB
IER3,RELB
HLA-J,RELB
HLA-B,RELB
HLA-C,RELB
RRAGD,RELB
S100A6,RELB
CARD16,RELB
ALPK2,RELB
CD274,RELB
DDX60,RELB
SOCS3,RELB
ATXN1,RELB
PMAIP1,RELB
TNFRSF9,RELB
PARP14,RELB
BMP5,RELB
INHBE,RELB
BCL3,RELB
BHLHE40,RELB
TNFSF9,RELB
LRP10,RELB
CSRNP1,RELB
BTG2,RELB
BTG1,RELB
TNFAIP3,RELB
SLC2A3,RELB
CXCL2,RELB
IRF2BPL,RELB
IFIH1,RELB
CASP4,RELB
NFKBIZ,RELB
CASP1,RELB
PDE4B,RELB
ITGAX,RELB
PDE4A,RELB
EMILIN2,RELB
UPP1,RELB
DUSP4,RELB
DUSP5,RELB
DUSP2,RELB
TESC,RELB
SPHK1,RELB
TSC22D3,RELB
PLAUR,RELB
DUSP6,RELB
IRF1,RELB
HBEGF,RELB
CEBPD,RELB
NLRC5,RELB
ABHD17C,RELB
IFI16,RELB
GBP2,RELB
GBP1,RELB
GBP3,RELB
CD74,RELB
GCH1,RELB
PSMB9,RELB
VEGFA,RELB
NEURL3,RELB
IL18R1,RELB
CXCL8,RELB
IRS2,RELB
JADE2,RELB
EDN1,RELB
EN2,RELB
DDR2,RELB
CEBPB,RELB
ST3GAL1,RELB
SKIL,RELB
KLF2,RELB
MIDN,RELB
BACH1,RELB
RAB43,RELB
HELB,RELB
ZFP36,RELB
RGS2,RELB
PIM3,RELB
IER5,RELB
VASH2,RELB
UBALD2,RELB
TICAM1,RELB
ODF3B,RELB
ZNF678,RELB
ATF3,RELB
TSHZ1,RELB
IRAK2,RELB
MCL1,RELB
GADD45B,RELB
NR1D2,RELB
NFATC1,RELB
NFKB2,RELB
FOSL2,RELB
NR4A2,RELB
NFKBIA,RELB
BCL6,RELB
CDKN1B,RELB
BBC3,RELB
RNF157,RELB
EMX1,RELB
TIFA,RELB
GDF15,RELB
DEF6,RELB
METRNL,RELB
PIM2,RELB
IL15RA,RELB
MAP2K1,RELB
GEM,RELB
TBL1XR1,RELB
MTHFD2,RELB
MAPKAPK2,RELB
TRIB3,RELB
WNT6,RELB
SBNO2,RELB
ZNF668,RELB
ZNF267,RELB
SMAD7,RELB
NFKBIE,RELB
ANKRD33B,RELB
NRARP,RELB
SUN2,RELB
BATF3,RELB
BIRC2,RELB
TRIP12,RELB
SERPINE2,FOSL1
ETS2,FOSL1
SMCO4,FOSL1
IL6R,FOSL1
PAQR8,FOSL1
S100A2,FOSL1
IL1R1,FOSL1
IGFBP4,FOSL1
SLC30A1,FOSL1
LIFR,FOSL1
SLC22A4,FOSL1
SDC4,FOSL1
STRA6,FOSL1
SLC52A2,FOSL1
ADORA2A-AS1,FOSL1
DHRS13,FOSL1
AKR1B1,FOSL1
CXCL3,FOSL1
PRSS23,FOSL1
CXCL5,FOSL1
FCRLB,FOSL1
PPP3CA,FOSL1
CHAMP1,FOSL1
ITGA2,FOSL1
OSMR,FOSL1
ACTBL2,FOSL1
VGF,FOSL1
MAPRE2,FOSL1
SF3B4,FOSL1
LAMA3,FOSL1
PDLIM1,FOSL1
NT5E,FOSL1
LRRC8A,FOSL1
E2F7,FOSL1
LAMB3,FOSL1
ANTXR2,FOSL1
TGM2,FOSL1
TMX1,FOSL1
STEAP1,FOSL1
EPHA2,FOSL1
HIF1A,FOSL1
HRH1,FOSL1
PRNP,FOSL1
TNFRSF10A,FOSL1
ULBP2,FOSL1
CTSL,FOSL1
ANKRD1,FOSL1
TUBB2A,FOSL1
B4GALT5,FOSL1
KRT19,FOSL1
ITPRIP,FOSL1
CDC20,FOSL1
PNP,FOSL1
NUDT15,FOSL1
KRT8,FOSL1
CDC25A,FOSL1
MAP7D1,FOSL1
RTN4,FOSL1
HMOX1,FOSL1
S100A11,FOSL1
PLK1,FOSL1
CGN,FOSL1
ELL2,FOSL1
YRDC,FOSL1
SLC2A1,FOSL1
SLC7A11,FOSL1
TUBA1C,FOSL1
ANXA1,FOSL1
GLRX5,FOSL1
AEN,FOSL1
F3,FOSL1
SLC7A5,FOSL1
DTL,FOSL1
RRM2,FOSL1
ADRM1,FOSL1
PTX3,FOSL1
SERPINE2,FOSL1
ETS2,FOSL1
SMCO4,FOSL1
IL6R,FOSL1
PAQR8,FOSL1
S100A2,FOSL1
IL1R1,FOSL1
IGFBP4,FOSL1
SLC30A1,FOSL1
LIFR,FOSL1
SLC22A4,FOSL1
SDC4,FOSL1
STRA6,FOSL1
SLC52A2,FOSL1
ADORA2A-AS1,FOSL1
DHRS13,FOSL1
AKR1B1,FOSL1
CXCL3,FOSL1
PRSS23,FOSL1
CXCL5,FOSL1
FCRLB,FOSL1
PPP3CA,FOSL1
CHAMP1,FOSL1
ITGA2,FOSL1
OSMR,FOSL1
ACTBL2,FOSL1
VGF,FOSL1
MAPRE2,FOSL1
SF3B4,FOSL1
LAMA3,FOSL1
PDLIM1,FOSL1
NT5E,FOSL1
LRRC8A,FOSL1
E2F7,FOSL1
LAMB3,FOSL1
ANTXR2,FOSL1
TGM2,FOSL1
TMX1,FOSL1
STEAP1,FOSL1
EPHA2,FOSL1
HIF1A,FOSL1
HRH1,FOSL1
PRNP,FOSL1
TNFRSF10A,FOSL1
ULBP2,FOSL1
CTSL,FOSL1
ANKRD1,FOSL1
TUBB2A,FOSL1
B4GALT5,FOSL1
KRT19,FOSL1
ITPRIP,FOSL1
CDC20,FOSL1
PNP,FOSL1
NUDT15,FOSL1
KRT8,FOSL1
CDC25A,FOSL1
MAP7D1,FOSL1
RTN4,FOSL1
HMOX1,FOSL1
S100A11,FOSL1
PLK1,FOSL1
CGN,FOSL1
ELL2,FOSL1
YRDC,FOSL1
SLC2A1,FOSL1
SLC7A11,FOSL1
TUBA1C,FOSL1
ANXA1,FOSL1
GLRX5,FOSL1
AEN,FOSL1
F3,FOSL1
SLC7A5,FOSL1
DTL,FOSL1
RRM2,FOSL1
ADRM1,FOSL1
PTX3,FOSL1
ALCAM,PPARG
IER3,PPARG
UHMK1,PPARG
FAM102A,PPARG
DUSP4,PPARG
DUSP6,PPARG
RNF144B,PPARG
HIRA,PPARG
APOL6,PPARG
DHRS3,PPARG
VEGFA,PPARG
FAM107B,PPARG
DEPTOR,PPARG
MAP3K5,PPARG
S100A6,PPARG
ATXN1,PPARG
PMAIP1,PPARG
TDRD5,PPARG
ARHGAP26,PPARG
MAFB,PPARG
BCL3,PPARG
BHLHE40,PPARG
BCL2,PPARG
MAST4,PPARG
NFKBIZ,PPARG
BOC,PPARG
PLAUR,PPARG
IRF1,PPARG
NLRC5,PPARG
SEMA4B,PPARG
FBXL17,PPARG
CXCL8,PPARG
EDN1,PPARG
DDR2,PPARG
NQO2,PPARG
KLF2,PPARG
ZCCHC10,PPARG
SH3RF1,PPARG
GCNT2,PPARG
METRNL,PPARG
PPTC7,PPARG
TBL1XR1,PPARG
MAPKAPK2,PPARG
GOT1,PPARG
SMAD7,PPARG
TBC1D4,PPARG
MACC1,PPARG
KLF5,PPARG
ALCAM,PPARG
IER3,PPARG
UHMK1,PPARG
FAM102A,PPARG
DUSP4,PPARG
DUSP6,PPARG
RNF144B,PPARG
HIRA,PPARG
APOL6,PPARG
DHRS3,PPARG
VEGFA,PPARG
FAM107B,PPARG
DEPTOR,PPARG
MAP3K5,PPARG
S100A6,PPARG
ATXN1,PPARG
PMAIP1,PPARG
TDRD5,PPARG
ARHGAP26,PPARG
MAFB,PPARG
BCL3,PPARG
BHLHE40,PPARG
BCL2,PPARG
MAST4,PPARG
NFKBIZ,PPARG
BOC,PPARG
PLAUR,PPARG
IRF1,PPARG
NLRC5,PPARG
SEMA4B,PPARG
FBXL17,PPARG
CXCL8,PPARG
EDN1,PPARG
DDR2,PPARG
NQO2,PPARG
KLF2,PPARG
ZCCHC10,PPARG
SH3RF1,PPARG
GCNT2,PPARG
METRNL,PPARG
PPTC7,PPARG
TBL1XR1,PPARG
MAPKAPK2,PPARG
GOT1,PPARG
SMAD7,PPARG
TBC1D4,PPARG
MACC1,PPARG
KLF5,PPARG
IFITM3,BHLHE40
EHF,BHLHE40
CSF1,BHLHE40
AHR,BHLHE40
RPS6KA2,BHLHE40
NDST3,BHLHE40
NAMPT,BHLHE40
IER3,BHLHE40
MYLIP,BHLHE40
TLE1,BHLHE40
S100A6,BHLHE40
TNIK,BHLHE40
IGSF3,BHLHE40
GPR87,BHLHE40
SFN,BHLHE40
TIPARP,BHLHE40
TDRD5,BHLHE40
ARHGAP26,BHLHE40
INHBE,BHLHE40
GADD45G,BHLHE40
BCL2,BHLHE40
TNFSF9,BHLHE40
LRP10,BHLHE40
CPEB2,BHLHE40
CSRNP1,BHLHE40
PTPRU,BHLHE40
BTG1,BHLHE40
MAST4,BHLHE40
TNFAIP3,BHLHE40
SLC2A3,BHLHE40
BMI1,BHLHE40
PDE4A,BHLHE40
EMILIN2,BHLHE40
DUSP4,BHLHE40
DUSP5,BHLHE40
DUSP2,BHLHE40
SPHK1,BHLHE40
PTP4A1,BHLHE40
RAP2C,BHLHE40
CDCP1,BHLHE40
MMP17,BHLHE40
HBEGF,BHLHE40
BIRC3,BHLHE40
THSD4,BHLHE40
RELB,BHLHE40
E2F5,BHLHE40
CD74,BHLHE40
NAA10,BHLHE40
GCH1,BHLHE40
VEGFA,BHLHE40
TSPAN13,BHLHE40
NEURL3,BHLHE40
JADE2,BHLHE40
NAA30,BHLHE40
RIPK4,BHLHE40
SLCO4A1,BHLHE40
CEBPB,BHLHE40
NQO2,BHLHE40
JAG1,BHLHE40
CD22,BHLHE40
IER5,BHLHE40
GRB7,BHLHE40
CITED4,BHLHE40
BBC3,BHLHE40
GDF15,BHLHE40
PIM3,BHLHE40
UBALD2,BHLHE40
ODF3B,BHLHE40
METRNL,BHLHE40
FAM110A,BHLHE40
PPP1CB,BHLHE40
PIM2,BHLHE40
TNS4,BHLHE40
DAXX,BHLHE40
PPTC7,BHLHE40
TM4SF1,BHLHE40
TBL1XR1,BHLHE40
MAPKAPK2,BHLHE40
TRIB3,BHLHE40
LRRC58,BHLHE40
INO80C,BHLHE40
EIF5A2,BHLHE40
ADRB2,BHLHE40
PPP3R1,BHLHE40
SBNO2,BHLHE40
SLC19A2,BHLHE40
MEX3D,BHLHE40
THAP11,BHLHE40
SMAD7,BHLHE40
UBE2S,BHLHE40
NFKBIE,BHLHE40
PLEKHF1,BHLHE40
ZCCHC10,BHLHE40
NRARP,BHLHE40
SHB,BHLHE40
CXCL2,BHLHE40
ZNF367,BHLHE40
SUN2,BHLHE40
HMGCS1,BHLHE40
PLAUR,BHLHE40
NDUFB8,BHLHE40
CAMK2D,BHLHE40
IER5L,BHLHE40
CNNM1,BHLHE40
CCDC85C,BHLHE40
STAMBPL1,BHLHE40
ZNF628,BHLHE40
KLF5,BHLHE40
IFITM3,BHLHE40
EHF,BHLHE40
CSF1,BHLHE40
AHR,BHLHE40
RPS6KA2,BHLHE40
NDST3,BHLHE40
NAMPT,BHLHE40
IER3,BHLHE40
MYLIP,BHLHE40
TLE1,BHLHE40
S100A6,BHLHE40
TNIK,BHLHE40
IGSF3,BHLHE40
GPR87,BHLHE40
SFN,BHLHE40
TIPARP,BHLHE40
TDRD5,BHLHE40
ARHGAP26,BHLHE40
INHBE,BHLHE40
GADD45G,BHLHE40
BCL2,BHLHE40
TNFSF9,BHLHE40
LRP10,BHLHE40
CPEB2,BHLHE40
CSRNP1,BHLHE40
PTPRU,BHLHE40
BTG1,BHLHE40
MAST4,BHLHE40
TNFAIP3,BHLHE40
SLC2A3,BHLHE40
BMI1,BHLHE40
PDE4A,BHLHE40
EMILIN2,BHLHE40
DUSP4,BHLHE40
DUSP5,BHLHE40
DUSP2,BHLHE40
SPHK1,BHLHE40
PTP4A1,BHLHE40
RAP2C,BHLHE40
CDCP1,BHLHE40
MMP17,BHLHE40
HBEGF,BHLHE40
BIRC3,BHLHE40
THSD4,BHLHE40
RELB,BHLHE40
E2F5,BHLHE40
CD74,BHLHE40
NAA10,BHLHE40
GCH1,BHLHE40
VEGFA,BHLHE40
TSPAN13,BHLHE40
NEURL3,BHLHE40
JADE2,BHLHE40
NAA30,BHLHE40
RIPK4,BHLHE40
SLCO4A1,BHLHE40
CEBPB,BHLHE40
NQO2,BHLHE40
JAG1,BHLHE40
CD22,BHLHE40
IER5,BHLHE40
GRB7,BHLHE40
CITED4,BHLHE40
BBC3,BHLHE40
GDF15,BHLHE40
PIM3,BHLHE40
UBALD2,BHLHE40
ODF3B,BHLHE40
METRNL,BHLHE40
FAM110A,BHLHE40
PPP1CB,BHLHE40
PIM2,BHLHE40
TNS4,BHLHE40
DAXX,BHLHE40
PPTC7,BHLHE40
TM4SF1,BHLHE40
TBL1XR1,BHLHE40
MAPKAPK2,BHLHE40
TRIB3,BHLHE40
LRRC58,BHLHE40
INO80C,BHLHE40
EIF5A2,BHLHE40
ADRB2,BHLHE40
PPP3R1,BHLHE40
SBNO2,BHLHE40
SLC19A2,BHLHE40
MEX3D,BHLHE40
THAP11,BHLHE40
SMAD7,BHLHE40
UBE2S,BHLHE40
NFKBIE,BHLHE40
PLEKHF1,BHLHE40
ZCCHC10,BHLHE40
NRARP,BHLHE40
SHB,BHLHE40
CXCL2,BHLHE40
ZNF367,BHLHE40
SUN2,BHLHE40
HMGCS1,BHLHE40
PLAUR,BHLHE40
NDUFB8,BHLHE40
CAMK2D,BHLHE40
IER5L,BHLHE40
CNNM1,BHLHE40
CCDC85C,BHLHE40
STAMBPL1,BHLHE40
ZNF628,BHLHE40
KLF5,BHLHE40
IFITM3,NFE2L2
EHF,NFE2L2
TNC,NFE2L2
AHR,NFE2L2
ALCAM,NFE2L2
NAMPT,NFE2L2
JUNB,NFE2L2
IER3,NFE2L2
FRMD4B,NFE2L2
GRIP2,NFE2L2
S100A6,NFE2L2
DSC2,NFE2L2
CD274,NFE2L2
IGSF3,NFE2L2
GPR87,NFE2L2
KLK8,NFE2L2
FOXO1,NFE2L2
SOCS3,NFE2L2
PMAIP1,NFE2L2
SFN,NFE2L2
TIPARP,NFE2L2
BMP6,NFE2L2
INHBE,NFE2L2
GADD45G,NFE2L2
MAFB,NFE2L2
BCL3,NFE2L2
BHLHE40,NFE2L2
LRP10,NFE2L2
BTG2,NFE2L2
BTG1,NFE2L2
MAST4,NFE2L2
TNFAIP3,NFE2L2
PTPRK,NFE2L2
SIPA1L2,NFE2L2
PIK3CG,NFE2L2
IFIH1,NFE2L2
FAM102A,NFE2L2
NFKBIZ,NFE2L2
PDE4B,NFE2L2
PDE4A,NFE2L2
EMILIN2,NFE2L2
RALGPS2,NFE2L2
DUSP4,NFE2L2
DUSP5,NFE2L2
SPHK1,NFE2L2
TSC22D3,NFE2L2
PLAUR,NFE2L2
PLA2G4A,NFE2L2
