tg,tf
RGMB,NFE2L2
DUSP6,NFE2L2
PTP4A1,NFE2L2
RNF144B,NFE2L2
CDCP1,NFE2L2
IRF1,NFE2L2
PPARG,NFE2L2
NCOA7,NFE2L2
BIRC3,NFE2L2
RBM47,NFE2L2
CEBPD,NFE2L2
PPM1H,NFE2L2
THSD4,NFE2L2
RELB,NFE2L2
APOL6,NFE2L2
GBP1,NFE2L2
GBP3,NFE2L2
CD74,NFE2L2
SEMA4B,NFE2L2
PCDH7,NFE2L2
SAMD4A,NFE2L2
SNX22,NFE2L2
TPD52L1,NFE2L2
VEGFA,NFE2L2
IRS2,NFE2L2
ST3GAL1,NFE2L2
JAG1,NFE2L2
GIPC3,NFE2L2
CD22,NFE2L2
CXCL8,NFE2L2
SYNE1,NFE2L2
HINT3,NFE2L2
DESI2,NFE2L2
RIPK4,NFE2L2
SERPINB9,NFE2L2
SERPINB6,NFE2L2
DDR2,NFE2L2
CEBPB,NFE2L2
PDLIM3,NFE2L2
NQO2,NFE2L2
PGAP1,NFE2L2
BACH1,NFE2L2
HOXA1,NFE2L2
IER5,NFE2L2
TP63,NFE2L2
ZC3H11A,NFE2L2
HECA,NFE2L2
VPS28,NFE2L2
ATF3,NFE2L2
GRB7,NFE2L2
GADD45B,NFE2L2
FAM78A,NFE2L2
NR1D2,NFE2L2
NR1D1,NFE2L2
EIF1,NFE2L2
FOSL2,NFE2L2
RCOR2,NFE2L2
BBC3,NFE2L2
RNF157,NFE2L2
TRIM7,NFE2L2
DUSP1,NFE2L2
NCOA3,NFE2L2
RAPGEF3,NFE2L2
PELI2,NFE2L2
HSD17B7,NFE2L2
ARVCF,NFE2L2
ZSWIM4,NFE2L2
LDLR,NFE2L2
CDKN2D,NFE2L2
GDF15,NFE2L2
MIDN,NFE2L2
ZFP36,NFE2L2
RGS2,NFE2L2
PIM3,NFE2L2
UBALD2,NFE2L2
TICAM1,NFE2L2
MUC3A,NFE2L2
PHOSPHO1,NFE2L2
FUT1,NFE2L2
PHF21B,NFE2L2
IRAK2,NFE2L2
SLC38A2,NFE2L2
MCL1,NFE2L2
NFKB2,NFE2L2
NFKBIA,NFE2L2
NR4A2,NFE2L2
EFNA3,NFE2L2
BCL6,NFE2L2
SIX4,NFE2L2
HMGCS1,NFE2L2
PJA2,NFE2L2
GLRX,NFE2L2
ADD3,NFE2L2
DCAF11,NFE2L2
SASH1,NFE2L2
OXR1,NFE2L2
KLF9,NFE2L2
ALDH8A1,NFE2L2
RASL11B,NFE2L2
PIM2,NFE2L2
IL15RA,NFE2L2
IPMK,NFE2L2
MTHFD2,NFE2L2
TBL1XR1,NFE2L2
TRIB3,NFE2L2
SDCBP,NFE2L2
DSTN,NFE2L2
THAP11,NFE2L2
SMAD7,NFE2L2
NFKBIE,NFE2L2
RGL1,NFE2L2
NRARP,NFE2L2
SPRED1,NFE2L2
TTC33,NFE2L2
IER5L,NFE2L2
ZNF628,NFE2L2
KLF5,NFE2L2
IFITM3,NFE2L2
EHF,NFE2L2
TNC,NFE2L2
AHR,NFE2L2
ALCAM,NFE2L2
NAMPT,NFE2L2
JUNB,NFE2L2
IER3,NFE2L2
FRMD4B,NFE2L2
GRIP2,NFE2L2
S100A6,NFE2L2
DSC2,NFE2L2
CD274,NFE2L2
IGSF3,NFE2L2
GPR87,NFE2L2
KLK8,NFE2L2
FOXO1,NFE2L2
SOCS3,NFE2L2
PMAIP1,NFE2L2
SFN,NFE2L2
TIPARP,NFE2L2
BMP6,NFE2L2
INHBE,NFE2L2
GADD45G,NFE2L2
MAFB,NFE2L2
BCL3,NFE2L2
BHLHE40,NFE2L2
LRP10,NFE2L2
BTG2,NFE2L2
BTG1,NFE2L2
MAST4,NFE2L2
TNFAIP3,NFE2L2
PTPRK,NFE2L2
SIPA1L2,NFE2L2
PIK3CG,NFE2L2
IFIH1,NFE2L2
FAM102A,NFE2L2
NFKBIZ,NFE2L2
PDE4B,NFE2L2
PDE4A,NFE2L2
EMILIN2,NFE2L2
RALGPS2,NFE2L2
DUSP4,NFE2L2
DUSP5,NFE2L2
SPHK1,NFE2L2
TSC22D3,NFE2L2
PLAUR,NFE2L2
PLA2G4A,NFE2L2
RGMB,NFE2L2
DUSP6,NFE2L2
PTP4A1,NFE2L2
RNF144B,NFE2L2
CDCP1,NFE2L2
IRF1,NFE2L2
PPARG,NFE2L2
NCOA7,NFE2L2
BIRC3,NFE2L2
RBM47,NFE2L2
CEBPD,NFE2L2
PPM1H,NFE2L2
THSD4,NFE2L2
RELB,NFE2L2
APOL6,NFE2L2
GBP1,NFE2L2
GBP3,NFE2L2
CD74,NFE2L2
SEMA4B,NFE2L2
PCDH7,NFE2L2
SAMD4A,NFE2L2
SNX22,NFE2L2
TPD52L1,NFE2L2
VEGFA,NFE2L2
IRS2,NFE2L2
ST3GAL1,NFE2L2
JAG1,NFE2L2
GIPC3,NFE2L2
CD22,NFE2L2
CXCL8,NFE2L2
SYNE1,NFE2L2
HINT3,NFE2L2
DESI2,NFE2L2
RIPK4,NFE2L2
SERPINB9,NFE2L2
SERPINB6,NFE2L2
DDR2,NFE2L2
CEBPB,NFE2L2
PDLIM3,NFE2L2
NQO2,NFE2L2
PGAP1,NFE2L2
BACH1,NFE2L2
HOXA1,NFE2L2
IER5,NFE2L2
TP63,NFE2L2
ZC3H11A,NFE2L2
HECA,NFE2L2
VPS28,NFE2L2
ATF3,NFE2L2
GRB7,NFE2L2
GADD45B,NFE2L2
FAM78A,NFE2L2
NR1D2,NFE2L2
NR1D1,NFE2L2
EIF1,NFE2L2
FOSL2,NFE2L2
RCOR2,NFE2L2
BBC3,NFE2L2
RNF157,NFE2L2
TRIM7,NFE2L2
DUSP1,NFE2L2
NCOA3,NFE2L2
RAPGEF3,NFE2L2
PELI2,NFE2L2
HSD17B7,NFE2L2
ARVCF,NFE2L2
ZSWIM4,NFE2L2
LDLR,NFE2L2
CDKN2D,NFE2L2
GDF15,NFE2L2
MIDN,NFE2L2
ZFP36,NFE2L2
RGS2,NFE2L2
PIM3,NFE2L2
UBALD2,NFE2L2
TICAM1,NFE2L2
MUC3A,NFE2L2
PHOSPHO1,NFE2L2
FUT1,NFE2L2
PHF21B,NFE2L2
IRAK2,NFE2L2
SLC38A2,NFE2L2
MCL1,NFE2L2
NFKB2,NFE2L2
NFKBIA,NFE2L2
NR4A2,NFE2L2
EFNA3,NFE2L2
BCL6,NFE2L2
SIX4,NFE2L2
HMGCS1,NFE2L2
PJA2,NFE2L2
GLRX,NFE2L2
ADD3,NFE2L2
DCAF11,NFE2L2
SASH1,NFE2L2
OXR1,NFE2L2
KLF9,NFE2L2
ALDH8A1,NFE2L2
RASL11B,NFE2L2
PIM2,NFE2L2
IL15RA,NFE2L2
IPMK,NFE2L2
MTHFD2,NFE2L2
TBL1XR1,NFE2L2
TRIB3,NFE2L2
SDCBP,NFE2L2
DSTN,NFE2L2
THAP11,NFE2L2
SMAD7,NFE2L2
NFKBIE,NFE2L2
RGL1,NFE2L2
NRARP,NFE2L2
SPRED1,NFE2L2
TTC33,NFE2L2
IER5L,NFE2L2
ZNF628,NFE2L2
KLF5,NFE2L2
CDKN1A,ETS2
NIPAL4,ETS2
IL6R,ETS2
CTSC,ETS2
IGFBP4,ETS2
IL1R1,ETS2
PLSCR1,ETS2
SDC4,ETS2
SLC20A1,ETS2
MST1R,ETS2
EFNB2,ETS2
PDLIM1,ETS2
CREG1,ETS2
MGAT5,ETS2
ATP13A3,ETS2
CA2,ETS2
MFSD2A,ETS2
TGM2,ETS2
IL13RA1,ETS2
IL4R,ETS2
SCAMP1,ETS2
EPHA2,ETS2
B4GALT5,ETS2
HIF1A,ETS2
PRNP,ETS2
TNFRSF10A,ETS2
KRT19,ETS2
SLC2A1,ETS2
NBL1,ETS2
CDKN1A,ETS2
NIPAL4,ETS2
IL6R,ETS2
CTSC,ETS2
IGFBP4,ETS2
IL1R1,ETS2
PLSCR1,ETS2
SDC4,ETS2
SLC20A1,ETS2
MST1R,ETS2
EFNB2,ETS2
PDLIM1,ETS2
CREG1,ETS2
MGAT5,ETS2
ATP13A3,ETS2
CA2,ETS2
MFSD2A,ETS2
TGM2,ETS2
IL13RA1,ETS2
IL4R,ETS2
SCAMP1,ETS2
EPHA2,ETS2
B4GALT5,ETS2
HIF1A,ETS2
PRNP,ETS2
TNFRSF10A,ETS2
KRT19,ETS2
SLC2A1,ETS2
NBL1,ETS2
KLHDC7B,STAT1
SLC16A6,STAT1
SMCO4,STAT1
IL6R,STAT1
S100A2,STAT1
RSAD2,STAT1
TAP1,STAT1
SLC30A1,STAT1
ADAM19,STAT1
IL6ST,STAT1
SDC4,STAT1
SOCS1,STAT1
ZNF703,STAT1
CDKN1A,STAT1
AKR1B1,STAT1
GLIPR2,STAT1
CHAMP1,STAT1
ITGB8,STAT1
CTSC,STAT1
OSMR,STAT1
MMP9,STAT1
PLSCR1,STAT1
ANGPTL6,STAT1
OAS3,STAT1
FAM129A,STAT1
LRRC8C,STAT1
FNIP2,STAT1
E2F7,STAT1
LAMB3,STAT1
FAS,STAT1
GEMIN8P4,STAT1
IL13RA1,STAT1
TGM2,STAT1
IL4R,STAT1
TMX1,STAT1
AK4,STAT1
HIF1A,STAT1
MTDH,STAT1
APH1A,STAT1
HRH1,STAT1
FZD1,STAT1
PRNP,STAT1
IMPAD1,STAT1
SLC7A2,STAT1
RNF145,STAT1
ERCC6L,STAT1
ITPRIP,STAT1
TMPO,STAT1
ENDOG,STAT1
ESCO2,STAT1
MAP7D1,STAT1
CDCA5,STAT1
ORC1,STAT1
PGK1,STAT1
HMOX1,STAT1
S100A11,STAT1
ELL2,STAT1
FEN1,STAT1
SLC2A1,STAT1
MCM10,STAT1
HK2,STAT1
EXO1,STAT1
RFC3,STAT1
H2AFX,STAT1
AEN,STAT1
B3GNT5,STAT1
DTL,STAT1
MCM2,STAT1
ALOXE3,STAT1
RRM2,STAT1
MAD2L1,STAT1
KLHDC7B,STAT1
SLC16A6,STAT1
SMCO4,STAT1
IL6R,STAT1
S100A2,STAT1
RSAD2,STAT1
TAP1,STAT1
SLC30A1,STAT1
ADAM19,STAT1
IL6ST,STAT1
SDC4,STAT1
SOCS1,STAT1
ZNF703,STAT1
CDKN1A,STAT1
AKR1B1,STAT1
GLIPR2,STAT1
CHAMP1,STAT1
ITGB8,STAT1
CTSC,STAT1
OSMR,STAT1
MMP9,STAT1
PLSCR1,STAT1
ANGPTL6,STAT1
OAS3,STAT1
FAM129A,STAT1
LRRC8C,STAT1
FNIP2,STAT1
E2F7,STAT1
LAMB3,STAT1
FAS,STAT1
GEMIN8P4,STAT1
IL13RA1,STAT1
TGM2,STAT1
IL4R,STAT1
TMX1,STAT1
AK4,STAT1
HIF1A,STAT1
MTDH,STAT1
APH1A,STAT1
HRH1,STAT1
FZD1,STAT1
PRNP,STAT1
IMPAD1,STAT1
SLC7A2,STAT1
RNF145,STAT1
ERCC6L,STAT1
ITPRIP,STAT1
TMPO,STAT1
ENDOG,STAT1
ESCO2,STAT1
MAP7D1,STAT1
CDCA5,STAT1
ORC1,STAT1
PGK1,STAT1
HMOX1,STAT1
S100A11,STAT1
ELL2,STAT1
FEN1,STAT1
SLC2A1,STAT1
MCM10,STAT1
HK2,STAT1
EXO1,STAT1
RFC3,STAT1
H2AFX,STAT1
AEN,STAT1
B3GNT5,STAT1
DTL,STAT1
MCM2,STAT1
ALOXE3,STAT1
RRM2,STAT1
MAD2L1,STAT1
NUDT6,GATA3
ACAD11,GATA3
STARD5,GATA3
CRYZL1,GATA3
CGGBP1,GATA3
LLGL2,GATA3
AASDH,GATA3
FAXDC2,GATA3
PLA2G6,GATA3
PLCG1,GATA3
ZBED6,GATA3
MED13L,GATA3
COL1A1,GATA3
RPS27,GATA3
SFXN3,GATA3
GTF2IRD1,GATA3
SETD5,GATA3
STON1,GATA3
KIF12,GATA3
LINC00173,GATA3
PRSS16,GATA3
BTN3A3,GATA3
DDB2,GATA3
KAT2B,GATA3
LINC00963,GATA3
CRELD1,GATA3
PLIN1,GATA3
FAM214A,GATA3
PLEKHA6,GATA3
KBTBD3,GATA3
TJP3,GATA3
ZBTB25,GATA3
PCAT6,GATA3
PHLDB3,GATA3
UBE2H,GATA3
ARHGEF37,GATA3
FBXO36,GATA3
PTPRE,GATA3
DLG4,GATA3
ZNF775,GATA3
BRWD1,GATA3
ZNF410,GATA3
TOB1-AS1,GATA3
CHD2,GATA3
TMEM105,GATA3
EFHD1,GATA3
GAL3ST4,GATA3
WIPI1,GATA3
TRAF5,GATA3
ANG,GATA3
IRF9,GATA3
PLEKHH2,GATA3
SLC25A29,GATA3
RAB24,GATA3
RN7SL541P,GATA3
TNNI3,GATA3
EPOR,GATA3
PDCD4,GATA3
ERCC6,GATA3
NUDT6,GATA3
ACAD11,GATA3
STARD5,GATA3
CRYZL1,GATA3
CGGBP1,GATA3
LLGL2,GATA3
AASDH,GATA3
FAXDC2,GATA3
PLA2G6,GATA3
PLCG1,GATA3
ZBED6,GATA3
MED13L,GATA3
COL1A1,GATA3
RPS27,GATA3
SFXN3,GATA3
GTF2IRD1,GATA3
SETD5,GATA3
STON1,GATA3
KIF12,GATA3
LINC00173,GATA3
PRSS16,GATA3
BTN3A3,GATA3
DDB2,GATA3
KAT2B,GATA3
LINC00963,GATA3
CRELD1,GATA3
PLIN1,GATA3
FAM214A,GATA3
PLEKHA6,GATA3
KBTBD3,GATA3
TJP3,GATA3
ZBTB25,GATA3
PCAT6,GATA3
PHLDB3,GATA3
UBE2H,GATA3
ARHGEF37,GATA3
FBXO36,GATA3
PTPRE,GATA3
DLG4,GATA3
ZNF775,GATA3
BRWD1,GATA3
ZNF410,GATA3
TOB1-AS1,GATA3
CHD2,GATA3
TMEM105,GATA3
EFHD1,GATA3
GAL3ST4,GATA3
WIPI1,GATA3
TRAF5,GATA3
ANG,GATA3
IRF9,GATA3
PLEKHH2,GATA3
SLC25A29,GATA3
RAB24,GATA3
RN7SL541P,GATA3
TNNI3,GATA3
EPOR,GATA3
PDCD4,GATA3
ERCC6,GATA3
ETS2,NFKB1
NIPAL4,NFKB1
SLC39A8,NFKB1
IL1R1,NFKB1
TAP1,NFKB1
IL6ST,NFKB1
SDC4,NFKB1
NXPH4,NFKB1
SOCS1,NFKB1
ARHGAP31,NFKB1
DHRS13,NFKB1
CDKN1A,NFKB1
CXCL3,NFKB1
RPL7A,NFKB1
CTSC,NFKB1
MDFIC,NFKB1
OAS3,NFKB1
PCDH1,NFKB1
FNIP2,NFKB1
FAS,NFKB1
ATP13A3,NFKB1
IL4R,NFKB1
EPHA2,NFKB1
B4GALT5,NFKB1
HIF1A,NFKB1
PRNP,NFKB1
PNP,NFKB1
TMPO,NFKB1
DEXI,NFKB1
VOPP1,NFKB1
CDCA5,NFKB1
PKMYT1,NFKB1
NUAK2,NFKB1
PGK1,NFKB1
HMOX1,NFKB1
VDR,NFKB1
SLC2A1,NFKB1
SLC7A11,NFKB1
RFC3,NFKB1
TPI1,NFKB1
ANXA1,NFKB1
SLC7A5,NFKB1
MCM2,NFKB1
SLC3A2,NFKB1
ALOXE3,NFKB1
GADD45GIP1,NFKB1
ETS2,NFKB1
NIPAL4,NFKB1
SLC39A8,NFKB1
IL1R1,NFKB1
TAP1,NFKB1
IL6ST,NFKB1
SDC4,NFKB1
NXPH4,NFKB1
SOCS1,NFKB1
ARHGAP31,NFKB1
DHRS13,NFKB1
CDKN1A,NFKB1
CXCL3,NFKB1
RPL7A,NFKB1
CTSC,NFKB1
MDFIC,NFKB1
OAS3,NFKB1
PCDH1,NFKB1
FNIP2,NFKB1
FAS,NFKB1
ATP13A3,NFKB1
IL4R,NFKB1
EPHA2,NFKB1
B4GALT5,NFKB1
HIF1A,NFKB1
PRNP,NFKB1
PNP,NFKB1
TMPO,NFKB1
DEXI,NFKB1
VOPP1,NFKB1
CDCA5,NFKB1
PKMYT1,NFKB1
NUAK2,NFKB1
PGK1,NFKB1
HMOX1,NFKB1
VDR,NFKB1
SLC2A1,NFKB1
SLC7A11,NFKB1
RFC3,NFKB1
TPI1,NFKB1
ANXA1,NFKB1
SLC7A5,NFKB1
MCM2,NFKB1
SLC3A2,NFKB1
ALOXE3,NFKB1
GADD45GIP1,NFKB1
SERPINE2,HIF1A
ETS2,HIF1A
IL1R1,HIF1A
IGFBP4,HIF1A
IL6ST,HIF1A
PHLDB2,HIF1A
SDC4,HIF1A
NXPH4,HIF1A
DHRS13,HIF1A
CDKN1A,HIF1A
SLC44A1,HIF1A
PRSS23,HIF1A
TMED7,HIF1A
CTSC,HIF1A
ITGA2,HIF1A
OSMR,HIF1A
BACE2,HIF1A
PLSCR1,HIF1A
VGF,HIF1A
ANGPTL6,HIF1A
ANGPTL4,HIF1A
RAPGEF6,HIF1A
SLC20A1,HIF1A
NT5E,HIF1A
CAMK2N2,HIF1A
MGAT5,HIF1A
FAS,HIF1A
ATP13A3,HIF1A
ANTXR2,HIF1A
CLDN1,HIF1A
CTSL,HIF1A
TGM2,HIF1A
IL13RA1,HIF1A
TUBB2A,HIF1A
TMX1,HIF1A
STEAP1,HIF1A
RAI14,HIF1A
EPHA2,HIF1A
CHSY1,HIF1A
PRNP,HIF1A
KRT19,HIF1A
SNX18,HIF1A
ULBP2,HIF1A
KPNA2,HIF1A
IMP3,HIF1A
KRT8,HIF1A
CDCA4,HIF1A
PKMYT1,HIF1A
RTN4,HIF1A
PGK1,HIF1A
HMOX1,HIF1A
ELL2,HIF1A
ARF4,HIF1A
SLC2A1,HIF1A
SLC7A11,HIF1A
HK2,HIF1A
TUBA1B,HIF1A
ANXA1,HIF1A
SLC7A5,HIF1A
ALOXE3,HIF1A
RRM2,HIF1A
DCBLD1,HIF1A
PTX3,HIF1A
SERPINE2,HIF1A
ETS2,HIF1A
IL1R1,HIF1A
IGFBP4,HIF1A
IL6ST,HIF1A
PHLDB2,HIF1A
SDC4,HIF1A
NXPH4,HIF1A
DHRS13,HIF1A
CDKN1A,HIF1A
SLC44A1,HIF1A
PRSS23,HIF1A
TMED7,HIF1A
CTSC,HIF1A
ITGA2,HIF1A
OSMR,HIF1A
BACE2,HIF1A
PLSCR1,HIF1A
VGF,HIF1A
ANGPTL6,HIF1A
ANGPTL4,HIF1A
RAPGEF6,HIF1A
SLC20A1,HIF1A
NT5E,HIF1A
CAMK2N2,HIF1A
MGAT5,HIF1A
FAS,HIF1A
ATP13A3,HIF1A
ANTXR2,HIF1A
CLDN1,HIF1A
CTSL,HIF1A
TGM2,HIF1A
IL13RA1,HIF1A
TUBB2A,HIF1A
TMX1,HIF1A
STEAP1,HIF1A
RAI14,HIF1A
EPHA2,HIF1A
CHSY1,HIF1A
PRNP,HIF1A
KRT19,HIF1A
SNX18,HIF1A
ULBP2,HIF1A
KPNA2,HIF1A
IMP3,HIF1A
KRT8,HIF1A
CDCA4,HIF1A
PKMYT1,HIF1A
RTN4,HIF1A
PGK1,HIF1A
HMOX1,HIF1A
ELL2,HIF1A
ARF4,HIF1A
SLC2A1,HIF1A
SLC7A11,HIF1A
HK2,HIF1A
TUBA1B,HIF1A
ANXA1,HIF1A
SLC7A5,HIF1A
ALOXE3,HIF1A
RRM2,HIF1A
DCBLD1,HIF1A
PTX3,HIF1A
CSRNP1,ETV3
BTG2,ETV3
BTG1,ETV3
CSF1,ETV3
NCF2,ETV3
TNFAIP3,ETV3
SLC2A3,ETV3
DDX60L,ETV3
AHR,ETV3
ALCAM,ETV3
NAMPT,ETV3
NFKBIZ,ETV3
PDE4B,ETV3
EMILIN2,ETV3
TNS4,ETV3
JUNB,ETV3
IER3,ETV3
DUSP4,ETV3
DUSP5,ETV3
MYLIP,ETV3
DUSP2,ETV3
TSC22D3,ETV3
PLAUR,ETV3
DUSP6,ETV3
ETV6,ETV3
PTP4A1,ETV3
RNF144B,ETV3
IRF1,ETV3
PELI1,ETV3
HBEGF,ETV3
CD274,ETV3
GPR87,ETV3
RELB,ETV3
ATXN1,ETV3
APOL6,ETV3
PMAIP1,ETV3
HIVEP2,ETV3
GBP1,ETV3
GCH1,ETV3
TIPARP,ETV3
WNT7B,ETV3
PARP14,ETV3
GADD45G,ETV3
VEGFA,ETV3
MAFB,ETV3
BCL3,ETV3
BHLHE40,ETV3
BCL2,ETV3
TNFSF9,ETV3
CPEB2,ETV3
CXCL8,ETV3
IRS2,ETV3
NAMPTP1,ETV3
DDR2,ETV3
CEBPB,ETV3
ST3GAL1,ETV3
SKIL,ETV3
JAG1,ETV3
KLF2,ETV3
BACH1,ETV3
ELK4,ETV3
RGS2,ETV3
ZFP36,ETV3
PIM3,ETV3
IER5,ETV3
TP63,ETV3
TICAM1,ETV3
HECA,ETV3
ATF3,ETV3
IRAK2,ETV3
LONRF1,ETV3
SLC38A2,ETV3
EXPH5,ETV3
MCL1,ETV3
GADD45B,ETV3
ZBTB10,ETV3
NFKB2,ETV3
FOSL2,ETV3
NR4A2,ETV3
NFKBIA,ETV3
EFNA3,ETV3
BCL6,ETV3
JARID2,ETV3
NCOA3,ETV3
GAN,ETV3
KDM7A,ETV3
GRAMD1A,ETV3
WDR26,ETV3
LDLR,ETV3
GDF15,ETV3
KLF9,ETV3
METRNL,ETV3
FAM110A,ETV3
IL15RA,ETV3
PPTC7,ETV3
EREG,ETV3
MAPKAPK2,ETV3
SBNO2,ETV3
SMAD7,ETV3
KLF5,ETV3
TRIP12,ETV3
NFKBIE,ETV3
CPEB4,ETV3
CSRNP1,ETV3
BTG2,ETV3
BTG1,ETV3
CSF1,ETV3
NCF2,ETV3
TNFAIP3,ETV3
SLC2A3,ETV3
DDX60L,ETV3
AHR,ETV3
ALCAM,ETV3
NAMPT,ETV3
NFKBIZ,ETV3
PDE4B,ETV3
EMILIN2,ETV3
TNS4,ETV3
JUNB,ETV3
IER3,ETV3
DUSP4,ETV3
DUSP5,ETV3
MYLIP,ETV3
DUSP2,ETV3
TSC22D3,ETV3
PLAUR,ETV3
DUSP6,ETV3
ETV6,ETV3
PTP4A1,ETV3
RNF144B,ETV3
IRF1,ETV3
PELI1,ETV3
HBEGF,ETV3
CD274,ETV3
GPR87,ETV3
RELB,ETV3
ATXN1,ETV3
APOL6,ETV3
PMAIP1,ETV3
HIVEP2,ETV3
GBP1,ETV3
GCH1,ETV3
TIPARP,ETV3
WNT7B,ETV3
PARP14,ETV3
GADD45G,ETV3
VEGFA,ETV3
MAFB,ETV3
BCL3,ETV3
BHLHE40,ETV3
BCL2,ETV3
TNFSF9,ETV3
CPEB2,ETV3
CXCL8,ETV3
IRS2,ETV3
NAMPTP1,ETV3
DDR2,ETV3
CEBPB,ETV3
ST3GAL1,ETV3
SKIL,ETV3
JAG1,ETV3
KLF2,ETV3
BACH1,ETV3
ELK4,ETV3
RGS2,ETV3
ZFP36,ETV3
PIM3,ETV3
IER5,ETV3
TP63,ETV3
TICAM1,ETV3
HECA,ETV3
ATF3,ETV3
IRAK2,ETV3
LONRF1,ETV3
SLC38A2,ETV3
EXPH5,ETV3
MCL1,ETV3
GADD45B,ETV3
ZBTB10,ETV3
NFKB2,ETV3
FOSL2,ETV3
NR4A2,ETV3
NFKBIA,ETV3
EFNA3,ETV3
BCL6,ETV3
JARID2,ETV3
NCOA3,ETV3
GAN,ETV3
KDM7A,ETV3
GRAMD1A,ETV3
WDR26,ETV3
LDLR,ETV3
GDF15,ETV3
KLF9,ETV3
METRNL,ETV3
FAM110A,ETV3
IL15RA,ETV3
PPTC7,ETV3
EREG,ETV3
MAPKAPK2,ETV3
SBNO2,ETV3
SMAD7,ETV3
KLF5,ETV3
TRIP12,ETV3
NFKBIE,ETV3
CPEB4,ETV3
FAM107B,IRF4
JUNB,IRF4
HIST1H2AC,IRF4
IER3,IRF4
F2R,IRF4
GPR160,IRF4
ADRB2,IRF4
DDX60,IRF4
PMAIP1,IRF4
SFN,IRF4
SLC2A3,IRF4
CXCL2,IRF4
IFIH1,IRF4
ITGAX,IRF4
PDE4A,IRF4
PLAUR,IRF4
HLA-DQB1,IRF4
VEGFA,IRF4
IRS2,IRF4
DDR2,IRF4
CEBPB,IRF4
ATF3,IRF4
SEC14L1,IRF4
GADD45B,IRF4
RNF157,IRF4
TRIM7,IRF4
STK17B,IRF4
OTUD4,IRF4
HJURP,IRF4
VASH2,IRF4
UBALD2,IRF4
TICAM1,IRF4
NFKB2,IRF4
NR4A2,IRF4
EFNA3,IRF4
PJA2,IRF4
FAM72B,IRF4
WEE1,IRF4
GEM,IRF4
ANKRD33B,IRF4
FAM107B,IRF4
JUNB,IRF4
HIST1H2AC,IRF4
IER3,IRF4
F2R,IRF4
GPR160,IRF4
ADRB2,IRF4
DDX60,IRF4
PMAIP1,IRF4
SFN,IRF4
SLC2A3,IRF4
CXCL2,IRF4
IFIH1,IRF4
ITGAX,IRF4
PDE4A,IRF4
PLAUR,IRF4
HLA-DQB1,IRF4
VEGFA,IRF4
IRS2,IRF4
DDR2,IRF4
CEBPB,IRF4
ATF3,IRF4
SEC14L1,IRF4
GADD45B,IRF4
RNF157,IRF4
TRIM7,IRF4
STK17B,IRF4
OTUD4,IRF4
HJURP,IRF4
VASH2,IRF4
UBALD2,IRF4
TICAM1,IRF4
NFKB2,IRF4
NR4A2,IRF4
EFNA3,IRF4
PJA2,IRF4
FAM72B,IRF4
WEE1,IRF4
GEM,IRF4
ANKRD33B,IRF4
EHF,BACH1
IFITM1,BACH1
FAM89A,BACH1
DDX60L,BACH1
NAMPT,BACH1
NDST3,BACH1
TNFSF10,BACH1
LRAT,BACH1
JUNB,BACH1
HLA-B,BACH1
HPCAL4,BACH1
OVOL2,BACH1
TIAM1,BACH1
CDS1,BACH1
IQGAP2,BACH1
PDGFD,BACH1
TIPARP,BACH1
ANKEF1,BACH1
LYZ,BACH1
PARP14,BACH1
CYP1A1,BACH1
TNFSF9,BACH1
ACHE,BACH1
CSRNP1,BACH1
BTG2,BACH1
BTG1,BACH1
GLIPR1,BACH1
EPB41L4A,BACH1
DUSP4,BACH1
DUSP5,BACH1
DUSP2,BACH1
SPHK1,BACH1
TSC22D3,BACH1
VWA5A,BACH1
PRSS12,BACH1
DUSP6,BACH1
RNF144B,BACH1
CDCP1,BACH1
MMP17,BACH1
PELI1,BACH1
PPARG,BACH1
HBEGF,BACH1
HLA-DQB1,BACH1
SATB2,BACH1
RELB,BACH1
APOL6,BACH1
TM4SF19,BACH1
GAD1,BACH1
WNT7B,BACH1
SAMD4A,BACH1
